hex,name,red,green,blue,hue,saturation,lightness,contrast_ratio,contrast_color
#A1ADB5,"Hit Gray",161,173,181,204,-0.058823529411765,171,9,#d3d3d3
#D4D7D9,Iron,212,215,217,204,-0.011709601873536,214.5,14,#d3d3d3
#003153,"Prussian Blue",0,49,83,205,-1.0246913580247,41.5,1,#d3d3d3
#013F6A,"Regal Blue",1,63,106,205,-1,53.5,1,#d3d3d3
#042E4C,"Blue Whale",4,46,76,205,-0.92307692307692,40,1,#d3d3d3
#646E75,Nevada,100,110,117,205,-0.07906976744186,108.5,4,#d3d3d3
#6B8BA2,"Bermuda Gray",107,139,162,205,-0.2059925093633,134.5,5,#d3d3d3
#9DACB7,"Gull Gray",157,172,183,205,-0.076923076923077,170,9,#d3d3d3
#1B659D,Matisse,27,101,157,206,-0.71428571428571,92,3,#d3d3d3
#65869F,Hoki,101,134,159,206,-0.22480620155039,130,5,#d3d3d3
#86949F,"Regent Gray",134,148,159,206,-0.085910652920962,146.5,6,#d3d3d3
#8EABC1,Nepal,142,171,193,206,-0.15315315315315,167.5,8,#d3d3d3
#EAF6FF,Solitude,234,246,255,206,-0.043121149897331,244.5,19,#d3d3d3
#4682B4,"Steel Blue",70,130,180,207,-0.44354838709677,125,5,#d3d3d3
#193751,"Nile Blue",25,55,81,208,-0.53846153846154,53,1,#d3d3d3
#F0F8FF,"Alice Blue",240,248,255,208,-0.030425963488844,247.5,19,#d3d3d3
#0056A7,Endeavour,0,86,167,209,-1.0121212121212,83.5,2,#d3d3d3
#B6D1EA,Spindle,182,209,234,209,-0.1256038647343,208,13,#d3d3d3
#3399FF,"Light Sky Blue",51,153,255,210,-0.67105263157895,153,7,#d3d3d3
#99CCFF,"Powder Blue",153,204,255,210,-0.2512315270936,204,12,#d3d3d3
#336699,Azure,51,102,153,210,-0.5049504950495,102,3,#d3d3d3
#003366,"Midnight Blue",0,51,102,210,-1.02,51,1,#d3d3d3
#0066CC,"Science Blue",0,102,204,210,-1.009900990099,102,3,#d3d3d3
#007FFF,"Azure Radiance",0,127,255,210,-1.0079051383399,127.5,5,#d3d3d3
#02478E,"Congress Blue",2,71,142,210,-0.98591549295775,72,2,#d3d3d3
#032B52,"Green Vogue",3,43,82,210,-0.95180722891566,42.5,1,#d3d3d3
#041322,"Black Pearl",4,19,34,210,-0.83333333333333,19,1,#d3d3d3
#1E90FF,"Dodger Blue",30,144,255,210,-0.79505300353357,142.5,6,#d3d3d3
#708090,"Slate Gray",112,128,144,210,-0.1259842519685,128,5,#d3d3d3
#EDF6FF,Zumthor,237,246,255,210,-0.036734693877551,246,19,#d3d3d3
#010D1A,"Blue Charcoal",1,13,26,211,-1,13.5,1,#d3d3d3
#162A40,"Big Stone",22,42,64,211,-0.5,43,1,#d3d3d3
#B7C3D0,Heather,183,195,208,211,-0.06426735218509,195.5,11,#d3d3d3
#C3DDF9,"Tropical Blue",195,221,249,211,-0.12217194570136,222,15,#d3d3d3
#304B6A,"San Juan",48,75,106,212,-0.38157894736842,77,2,#d3d3d3
#314459,"Pickled Bluewood",49,68,89,212,-0.29411764705882,69,2,#d3d3d3
#A2AAB3,"Gray Chateau",162,170,179,212,-0.050147492625369,170.5,9,#d3d3d3
#ADBED1,Casper,173,190,209,212,-0.094736842105263,191,11,#d3d3d3
#1560BD,Denim,21,96,189,213,-0.80769230769231,105,3,#d3d3d3
#1959A8,"Fun Blue",25,89,168,213,-0.74869109947644,96.5,3,#d3d3d3
#384555,"Oxford Blue",56,69,85,213,-0.20863309352518,70.5,2,#d3d3d3
#507096,"Kashmir Blue",80,112,150,213,-0.30701754385965,115,4,#d3d3d3
#5590D9,"Havelock Blue",85,144,217,213,-0.44,151,6,#d3d3d3
#6093D1,Danube,96,147,209,213,-0.37293729372937,152.5,6,#d3d3d3
#8AB9F1,"Jordy Blue",138,185,241,213,-0.27320954907162,189.5,10,#d3d3d3
#1E385B,Cello,30,56,91,214,-0.51260504201681,60.5,1,#d3d3d3
#697E9A,Lynch,105,126,154,214,-0.19066147859922,129.5,5,#d3d3d3
#6E7783,"Pale Sky",110,119,131,214,-0.087866108786611,120.5,4,#d3d3d3
#8DA8CC,"Polo Blue",141,168,204,214,-0.18367346938776,172.5,8,#d3d3d3
#0047AB,Cobalt,0,71,171,215,-1.0118343195266,85.5,2,#d3d3d3
#405169,Fiord,64,81,105,215,-0.24550898203593,84.5,2,#d3d3d3
#434C59,"River Bed",67,76,89,215,-0.14285714285714,78,2,#d3d3d3
#0066FF,"Blue Ribbon",0,102,255,216,-1.0079051383399,127.5,4,#d3d3d3
#011635,Midnight,1,22,53,216,-1,27,1,#d3d3d3
#0D1117,Bunker,13,17,23,216,-0.29411764705882,18,1,#d3d3d3
#1450AA,"Tory Blue",20,80,170,216,-0.79787234042553,95,2,#d3d3d3
#286ACD,Mariner,40,106,205,216,-0.67901234567901,122.5,4,#d3d3d3
#9EB1CD,"Rock Blue",158,177,205,216,-0.13019390581717,181.5,9,#d3d3d3
#D9E4F5,"Link Water",217,228,245,216,-0.060869565217391,231,16,#d3d3d3
#EEF0F3,"Athens Gray",238,240,243,216,-0.010438413361169,240.5,18,#d3d3d3
#456CAC,"San Marino",69,108,172,217,-0.43096234309623,120.5,4,#d3d3d3
#727B89,Raven,114,123,137,217,-0.092369477911647,125.5,4,#d3d3d3
#2D569B,"St Tropaz",45,86,155,218,-0.55555555555556,100,2,#d3d3d3
#315BA1,Azure,49,91,161,218,-0.53846153846154,105,3,#d3d3d3
#5F6672,"Shuttle Gray",95,102,114,218,-0.091787439613527,104.5,3,#d3d3d3
#F4F8FF,Zircon,244,248,255,218,-0.022132796780684,249.5,19,#d3d3d3
#6495ED,"Cornflower Blue",100,149,237,219,-0.4089552238806,168.5,7,#d3d3d3
#A9B2C3,"Cadet Blue",169,178,195,219,-0.071823204419889,182,10,#d3d3d3
#D4E2FC,"Hawkes Blue",212,226,252,219,-0.086580086580087,232,16,#d3d3d3
#6699FF,"Light Blue (or Baby Blue)",102,153,255,220,-0.43098591549296,178.5,7,#d3d3d3
#3366CC,Cerulean,51,102,204,220,-0.60474308300395,127.5,3,#d3d3d3
#003399,Smalt,0,51,153,220,-1.0132450331126,76.5,1,#d3d3d3
#03163C,Tangaroa,3,22,60,220,-0.9344262295082,31.5,1,#d3d3d3
#09255D,Madison,9,37,93,220,-0.84,51,1,#d3d3d3
#0C0D0F,Woodsmoke,12,13,15,220,-0.12,13.5,1,#d3d3d3
#13264D,"Blue Zodiac",19,38,77,220,-0.61702127659574,48,1,#d3d3d3
#2E3F62,Rhino,46,63,98,220,-0.36619718309859,72,1,#d3d3d3
#AFBDD9,"Pigeon Post",175,189,217,220,-0.10769230769231,196,11,#d3d3d3
#062A78,"Catalina Blue",6,42,120,221,-0.91935483870968,63,1,#d3d3d3
#092256,Downriver,9,34,86,221,-0.82795698924731,47.5,1,#d3d3d3
#1B3162,Biscay,27,49,98,221,-0.57723577235772,62.5,1,#d3d3d3
#444954,Mako,68,73,84,221,-0.10666666666667,76,2,#d3d3d3
#082567,"Deep Sapphire",8,37,103,222,-0.87155963302752,55.5,1,#d3d3d3
#2F519E,Sapphire,47,81,158,222,-0.54679802955665,102.5,2,#d3d3d3
#4C4F56,Abbey,76,79,86,222,-0.0625,81,2,#d3d3d3
#5A6E9C,"Waikawa Gray",90,110,156,222,-0.27049180327869,123,4,#d3d3d3
#002FA7,"International Klein Blue",0,47,167,223,-1.0121212121212,83.5,1,#d3d3d3
#25272C,Shark,37,39,44,223,-0.088607594936709,40.5,1,#d3d3d3
#354E8C,Chambray,53,78,140,223,-0.45549738219895,96.5,2,#d3d3d3
#788BBA,"Ship Cove",120,139,186,223,-0.21710526315789,153,6,#d3d3d3
#A9BEF2,Perano,169,190,242,223,-0.17848410757946,205.5,11,#d3d3d3
#C3CDE6,"Periwinkle Gray",195,205,230,223,-0.08274231678487,212.5,13,#d3d3d3
#002387,"Resolution Blue",0,35,135,224,-1.015037593985,67.5,1,#d3d3d3
#202E54,"Cloud Burst",32,46,84,224,-0.45614035087719,58,1,#d3d3d3
#2A52BE,"Cerulean Blue",42,82,190,224,-0.64347826086957,116,3,#d3d3d3
#0033CC,"Sodalite Blue (or Dark Sapphire Blue)",0,51,204,225,-1.009900990099,102,2,#d3d3d3
#3366FF,"Royal Blue",51,102,255,225,-0.67105263157895,153,4,#d3d3d3
#4169E1,"Royal Blue",65,105,225,225,-0.55555555555556,145,4,#d3d3d3
#4A4E5A,Trout,74,78,90,225,-0.098765432098765,82,2,#d3d3d3
#7A89B8,"Wild Blue Yonder",122,137,184,225,-0.20394736842105,153,6,#d3d3d3
#283A77,Astronaut,40,58,119,226,-0.5031847133758,79.5,1,#d3d3d3
#3C4151,"Bright Gray",60,65,81,226,-0.15107913669065,70.5,1,#d3d3d3
#A9ACB6,Aluminium,169,172,182,226,-0.037249283667622,175.5,9,#d3d3d3
#0F2D9E,"Torea Bay",15,45,158,227,-0.83625730994152,86.5,1,#d3d3d3
#273A81,"Bay of Many",39,58,129,227,-0.5421686746988,84,1,#d3d3d3
#4F69C6,Indigo,79,105,198,227,-0.43272727272727,138.5,4,#d3d3d3
#AFB1B8,Bombay,175,177,184,227,-0.025210084033613,179.5,9,#d3d3d3
#051657,"Gulf Blue",5,22,87,228,-0.91111111111111,46,1,#d3d3d3
#8B9FEE,Portage,139,159,238,228,-0.264,188.5,8,#d3d3d3
#051040,"Deep Cove",5,16,64,229,-0.88059701492537,34.5,1,#d3d3d3
#151F4C,Bunting,21,31,76,229,-0.57894736842105,48.5,1,#d3d3d3
#1C39BB,"Persian Blue",28,57,187,229,-0.74647887323944,107.5,2,#d3d3d3
#414C7D,"East Bay",65,76,125,229,-0.31914893617021,95,2,#d3d3d3
#161928,Mirage,22,25,40,230,-0.3,31,1,#d3d3d3
#10121D,Vulcan,16,18,29,231,-0.30232558139535,22.5,1,#d3d3d3
#717486,"Storm Gray",113,116,134,231,-0.085714285714286,123.5,4,#d3d3d3
#8D90A1,Manatee,141,144,161,231,-0.066666666666667,151,6,#d3d3d3
#C7C9D5,Ghost,199,201,213,231,-0.034146341463415,206,12,#d3d3d3
#000741,Stratos,0,7,65,234,-1.031746031746,32.5,1,#d3d3d3
#26283B,"Ebony Clay",38,40,59,234,-0.22105263157895,48.5,1,#d3d3d3
#2F3CB3,"Governor Bay",47,60,179,234,-0.58928571428571,113,2,#d3d3d3
#AAABB7,"Spun Pearl",170,171,183,235,-0.037037037037037,176.5,9,#d3d3d3
#D1D2DD,Mischka,209,210,221,235,-0.02803738317757,215,14,#d3d3d3
#414257,"Gun Powder",65,66,87,237,-0.14666666666667,76,2,#d3d3d3
#9FA0B1,"Santas Gray",159,160,177,237,-0.053892215568862,168,8,#d3d3d3
#A4A6D3,Wistful,164,166,211,237,-0.12600536193029,187.5,9,#d3d3d3
#5C5D75,Comet,92,93,117,238,-0.1207729468599,104.5,3,#d3d3d3
#7B7C94,"Waterloo ",123,124,148,238,-0.092936802973978,135.5,5,#d3d3d3
#6666FF,"Medium Slate Blue",102,102,255,240,-0.43098591549296,178.5,4,#d3d3d3
#9999FF,"Light Grayish Blue",153,153,255,240,-0.2512315270936,204,8,#d3d3d3
#3333FF,"Royal Blue",51,51,255,240,-0.67105263157895,153,2,#d3d3d3
#333399,"Dark Slate Gray",51,51,153,240,-0.5049504950495,102,2,#d3d3d3
#3333CC,"Dark Slate Gray",51,51,204,240,-0.60474308300395,127.5,2,#d3d3d3
#666699,"Dim Gray",102,102,153,240,-0.20158102766798,127.5,3,#d3d3d3
#000099,"Dark Blue",0,0,153,240,-1.0132450331126,76.5,1,#d3d3d3
#0000CC,"Medium Blue",0,0,204,240,-1.009900990099,102,1,#d3d3d3
#000066,"Navy Blue",0,0,102,240,-1.02,51,1,#d3d3d3
#000080,"Navy Blue",0,0,128,240,-1.015873015873,64,1,#d3d3d3
#0000C8,"Dark Blue",0,0,200,240,-1.010101010101,100,1,#d3d3d3
#0000FF,Blue,0,0,255,240,-1.0079051383399,127.5,2,#d3d3d3
#0E0E18,Cinder,14,14,24,240,-0.27777777777778,19,1,#d3d3d3
#1A1A68,"Lucky Point",26,26,104,240,-0.609375,65,1,#d3d3d3
#20208D,"Jacksons Purple",32,32,141,240,-0.6374269005848,86.5,1,#d3d3d3
#292937,Charade,41,41,55,240,-0.14893617021277,48,1,#d3d3d3
#353542,Tuna,53,53,66,240,-0.11111111111111,59.5,1,#d3d3d3
#5F5F6E,"Mid Gray",95,95,110,240,-0.073891625615764,102.5,3,#d3d3d3
#9999CC,"Blue Bell",153,153,204,240,-0.14366197183099,178.5,7,#d3d3d3
#BDBDC6,"French Gray",189,189,198,240,-0.023376623376623,193.5,11,#d3d3d3
#CCCCFF,Periwinkle,204,204,255,240,-0.11159737417943,229.5,13,#d3d3d3
#AAA9CD,Logan,170,169,205,242,-0.096774193548387,187,9,#d3d3d3
#BFBED8,"Blue Haze",191,190,216,242,-0.064356435643564,203,11,#d3d3d3
#0C0B1D,Ebony,12,11,29,243,-0.47368421052632,20,1,#d3d3d3
#110C6C,Arapawa,17,12,108,243,-0.8135593220339,60,1,#d3d3d3
#8581D9,"Chetwode Blue",133,129,217,243,-0.25581395348837,173,6,#d3d3d3
#120A8F,Ultramarine,18,10,143,244,-0.88079470198675,76.5,1,#d3d3d3
#BDBBD7,"Lavender Gray",189,187,215,244,-0.07,201,11,#d3d3d3
#1B127B,"Deep Koamaru",27,18,123,245,-0.75539568345324,70.5,1,#d3d3d3
#7F76D3,"Moody Blue",127,118,211,246,-0.28440366972477,164.5,5,#d3d3d3
#C7C1FF,Melrose,199,193,255,246,-0.1390134529148,224,12,#d3d3d3
#675FA6,Scampi,103,95,166,247,-0.27413127413127,130.5,3,#d3d3d3
#F0EEFF,"Titan White",240,238,255,247,-0.034623217922607,246.5,18,#d3d3d3
#251F4F,"Port Gore",37,31,79,248,-0.44444444444444,55,1,#d3d3d3
#736C9F,Kimberly,115,108,159,248,-0.19245283018868,133.5,4,#d3d3d3
#F0EEFD,Selago,240,238,253,248,-0.030674846625767,245.5,18,#d3d3d3
#6456B7,"Blue Violet",100,86,183,249,-0.36329588014981,134.5,3,#d3d3d3
#7C7B82,Jumbo,124,123,130,249,-0.027888446215139,126.5,5,#d3d3d3
#D7D0FF,Fog,215,208,255,249,-0.10195227765727,231.5,14,#d3d3d3
#262335,"Steel Gray",38,35,53,250,-0.2093023255814,44,1,#d3d3d3
#646077,Dolphin,100,96,119,250,-0.10798122065728,107.5,3,#d3d3d3
#7666C6,"Blue Marguerite",118,102,198,250,-0.32214765100671,150,4,#d3d3d3
#363050,Martinique,54,48,80,251,-0.25396825396825,64,1,#d3d3d3
#3F307F,Minsk,63,48,127,251,-0.45664739884393,87.5,1,#d3d3d3
#534491,Victoria,83,68,145,252,-0.36492890995261,106.5,2,#d3d3d3
#A899E6,"Dull Lavender",168,153,230,252,-0.20209973753281,191.5,8,#d3d3d3
#ABA0D9,"Cold Purple",171,160,217,252,-0.152,188.5,8,#d3d3d3
#C1BECD,"Gray Suit",193,190,205,252,-0.038167938931298,197.5,11,#d3d3d3
#D6CEF6,"Moon Raker",214,206,246,252,-0.088888888888889,226,14,#d3d3d3
#F8F7FC,"White Lilac",248,247,252,252,-0.010060362173038,249.5,19,#d3d3d3
#0D0332,"Black Rock",13,3,50,253,-0.92156862745098,26.5,1,#d3d3d3
#605B73,Smoky,96,91,115,253,-0.11764705882353,103,3,#d3d3d3
#220878,"Deep Blue",34,8,120,254,-0.88888888888889,64,1,#d3d3d3
#2C0E8C,"Blue Gem",44,14,140,254,-0.82894736842105,77,1,#d3d3d3
#585562,"Scarpa Flow",88,85,98,254,-0.071823204419889,91.5,2,#d3d3d3
#8A73D6,"True V",138,115,214,254,-0.30275229357798,164.5,5,#d3d3d3
#B2A1EA,"Biloba Flower",178,161,234,254,-0.18575063613232,197.5,9,#d3d3d3
#3A2A6A,Jacarta,58,42,106,255,-0.43835616438356,74,1,#d3d3d3
#523C94,Gigas,82,60,148,255,-0.42718446601942,104,2,#d3d3d3
#624E9A,"Butterfly Bush",98,78,154,256,-0.3304347826087,116,3,#d3d3d3
#7563A8,Deluge,117,99,168,256,-0.26037735849057,133.5,4,#d3d3d3
#7C778A,Topaz,124,119,138,256,-0.074509803921569,128.5,4,#d3d3d3
#1B1035,Haiti,27,16,53,258,-0.55223880597015,34.5,1,#d3d3d3
#32127A,"Persian Indigo",50,18,122,258,-0.7536231884058,70,1,#d3d3d3
#4E4562,"Mulled Wine",78,69,98,259,-0.17575757575758,83.5,2,#d3d3d3
#7A58C1,"Fuchsia Blue",122,88,193,259,-0.37634408602151,140.5,3,#d3d3d3
#D0BEF8,Perfume,208,190,248,259,-0.13302752293578,219,12,#d3d3d3
#9966FF,Violet,153,102,255,260,-0.43098591549296,178.5,5,#d3d3d3
#26056A,"Paris M",38,5,106,260,-0.92660550458716,55.5,1,#d3d3d3
#2B194F,Valhalla,43,25,79,260,-0.52941176470588,52,1,#d3d3d3
#3C1F76,Meteorite,60,31,118,260,-0.59183673469388,74.5,1,#d3d3d3
#9370DB,"Medium Purple",147,112,219,260,-0.32522796352584,165.5,5,#d3d3d3
#0A001C,"Black Russian",10,0,28,261,-1.0769230769231,14,1,#d3d3d3
#260368,Paua,38,3,104,261,-0.96190476190476,53.5,1,#d3d3d3
#290C5E,"Violent Violet",41,12,94,261,-0.78846153846154,53,1,#d3d3d3
#1B0245,Tolopea,27,2,69,262,-0.97101449275362,35.5,1,#d3d3d3
#F1E9FF,"Blue Chalk",241,233,255,262,-0.045267489711934,244,17,#d3d3d3
#F8F4FF,Magnolia,248,244,255,262,-0.022132796780684,249.5,19,#d3d3d3
#4F2398,"Daisy Bush",79,35,152,263,-0.63243243243243,93.5,1,#d3d3d3
#652DC1,"Purple Heart",101,45,193,263,-0.6271186440678,119,2,#d3d3d3
#714AB2,Studio,113,74,178,263,-0.416,126,3,#d3d3d3
#9874D3,"Lilac Bush",152,116,211,263,-0.29230769230769,163.5,5,#d3d3d3
#6600FF,"Indigo Dye (or Navy Purple)",102,0,255,264,-1.0079051383399,127.5,3,#d3d3d3
#2A2630,"Baltic Sea",42,38,48,264,-0.11904761904762,43,1,#d3d3d3
#3E3A44,"Ship Gray",62,58,68,264,-0.080645161290323,63,1,#d3d3d3
#F7F5FA,Whisper,247,245,250,264,-0.010141987829615,247.5,19,#d3d3d3
#A397B4,"Amethyst Smoke",163,151,180,265,-0.088145896656535,165.5,7,#d3d3d3
#D0C0E5,Prelude,208,192,229,266,-0.088305489260143,210.5,12,#d3d3d3
#2A0359,"Cherry Pie",42,3,89,267,-0.95555555555556,46,1,#d3d3d3
#6B3FA0,"Royal Purple",107,63,160,267,-0.43891402714932,111.5,2,#d3d3d3
#967BB6,"Lavender Purple",150,123,182,267,-0.19471947194719,152.5,5,#d3d3d3
#AC91CE,"East Side",172,145,206,267,-0.17478510028653,175.5,7,#d3d3d3
#080110,Jaguar,8,1,16,268,-1,8.5,1,#d3d3d3
#33036B,Christalle,51,3,107,268,-0.96296296296296,55,1,#d3d3d3
#380474,"Blue Diamond",56,4,116,268,-0.94915254237288,60,1,#d3d3d3
#3C0878,Windsor,60,8,120,268,-0.88888888888889,64,1,#d3d3d3
#3E0480,"Kingfisher Daisy",62,4,128,268,-0.95384615384615,66,1,#d3d3d3
#240A40,Violet,36,10,64,269,-0.75,37,1,#d3d3d3
#9678B6,"Purple Mountain's Majesty",150,120,182,269,-0.20666666666667,151,5,#d3d3d3
#E2D8ED,Snuff,226,216,237,269,-0.046563192904656,226.5,15,#d3d3d3
#6600CC,"Dark Violet",102,0,204,270,-1.009900990099,102,2,#d3d3d3
#9933FF,"Dark Orchid",153,51,255,270,-0.67105263157895,153,4,#d3d3d3
#CC99FF,"Light Pink",204,153,255,270,-0.2512315270936,204,9,#d3d3d3
#796989,Rum,121,105,137,270,-0.13333333333333,121,4,#d3d3d3
#7F7589,Mobster,127,117,137,270,-0.079365079365079,127,4,#d3d3d3
#9966CC,Amethyst,153,102,204,270,-0.33552631578947,153,5,#d3d3d3
#BDB3C7,Chatelle,189,179,199,270,-0.053191489361702,189,10,#d3d3d3
#292130,Bastille,41,33,48,272,-0.18987341772152,40.5,1,#d3d3d3
#32293A,Blackcurrant,50,41,58,272,-0.17525773195876,49.5,1,#d3d3d3
#350E57,Jagger,53,14,87,272,-0.73737373737374,50.5,1,#d3d3d3
#381A51,Grape,56,26,81,273,-0.52380952380952,53.5,1,#d3d3d3
#8B00FF,"Electric Violet",139,0,255,273,-1.0079051383399,127.5,3,#d3d3d3
#714693,Affair,113,70,147,274,-0.35813953488372,108.5,2,#d3d3d3
#9771B5,Wisteria,151,113,181,274,-0.23287671232877,147,5,#d3d3d3
#4B0082,"Pigment Indigo",75,0,130,275,-1.015625,65,1,#d3d3d3
#B57EDC,Lavender,181,126,220,275,-0.27325581395349,173,7,#d3d3d3
#9900FF,"Eggplant Purple",153,0,255,276,-1.0079051383399,127.5,3,#d3d3d3
#4F1C70,"Honey Flower",79,28,112,276,-0.60869565217391,70,1,#d3d3d3
#E0B0FF,Mauve,224,176,255,276,-0.18414918414918,215.5,11,#d3d3d3
#2C2133,"Bleached Cedar",44,33,51,277,-0.21951219512195,42,1,#d3d3d3
#431560,"Scarlet Gum",67,21,96,277,-0.65217391304348,58.5,1,#d3d3d3
#685E6E,"Salt Box",104,94,110,278,-0.079207920792079,102,3,#d3d3d3
#CC66FF,"Medium Violet Red",204,102,255,280,-0.43098591549296,178.5,6,#d3d3d3
#660099,Purple,102,0,153,280,-1.0132450331126,76.5,2,#d3d3d3
#959396,"Mountain Mist",149,147,150,280,-0.010169491525424,148.5,7,#d3d3d3
#C9A0DC,"Light Wisteria",201,160,220,281,-0.15873015873016,190,9,#d3d3d3
#6C3082,Eminence,108,48,130,284,-0.46590909090909,89,2,#d3d3d3
#CC33FF,Magenta,204,51,255,285,-0.67105263157895,153,5,#d3d3d3
#9900CC,"Dark Orchid",153,0,204,285,-1.009900990099,102,3,#d3d3d3
#350E42,Valentino,53,14,66,285,-0.66666666666667,40,1,#d3d3d3
#410056,"Ripe Plum",65,0,86,285,-1.0238095238095,43,1,#d3d3d3
#4E2A5A,Bossanova,78,42,90,285,-0.36923076923077,66,1,#d3d3d3
#731E8F,Seance,115,30,143,285,-0.66081871345029,86.5,2,#d3d3d3
#DF73FF,Heliotrope,223,115,255,286,-0.3804347826087,185,8,#d3d3d3
#2C1632,Revolver,44,22,50,287,-0.4,36,1,#d3d3d3
#CC00FF,Violet,204,0,255,288,-1.0079051383399,127.5,5,#d3d3d3
#803790,"Vivid Violet",128,55,144,289,-0.45177664974619,99.5,2,#d3d3d3
#8C6495,"Trendy Pink",140,100,149,289,-0.19838056680162,124.5,4,#d3d3d3
#480656,Clairvoyant,72,6,86,290,-0.88888888888889,46,1,#d3d3d3
#BEA6C3,"London Hue",190,166,195,290,-0.080779944289694,180.5,9,#d3d3d3
#4A444B,Gravel,74,68,75,291,-0.049645390070922,71.5,2,#d3d3d3
#FEF8FF,"White Pointer",254,248,255,291,-0.013972055888224,251.5,20,#d3d3d3
#8E8190,Mamba,142,129,144,292,-0.055350553505535,136.5,5,#d3d3d3
#504351,Mortar,80,67,81,296,-0.095890410958904,74,2,#d3d3d3
#533455,Voodoo,83,52,85,296,-0.24444444444444,68.5,1,#d3d3d3
#ECC7EE,"French Lilac",236,199,238,297,-0.089655172413793,218.5,14,#d3d3d3
#350036,"Mardi Gras",53,0,54,299,-1.0384615384615,27,1,#d3d3d3
#FF99FF,"Light Pink",255,153,255,300,-0.2512315270936,204,11,#d3d3d3
#993399,"Dark Orchid",153,51,153,300,-0.5049504950495,102,3,#d3d3d3
#990099,Mulberry,153,0,153,300,-1.0132450331126,76.5,2,#d3d3d3
#FFCCFF,"Baby Pink",255,204,255,300,-0.11159737417943,229.5,15,#d3d3d3
#FF00FF,"Fuchsia Pink",255,0,255,300,-1.0079051383399,127.5,6,#d3d3d3
#CC00CC,"Plum Purple",204,0,204,300,-1.009900990099,102,4,#d3d3d3
#660066,"Dark Slate Gray",102,0,102,300,-1.02,51,1,#d3d3d3
#991199,"Violet Eggplant",153,17,153,300,-0.80952380952381,85,2,#d3d3d3
#C154C1,"Fuchsia Pink",193,84,193,300,-0.39636363636364,138.5,5,#d3d3d3
#C8A2C8,Lilac,200,162,200,300,-0.10555555555556,181,9,#d3d3d3
#D8BFD8,Thistle,216,191,216,300,-0.061728395061728,203.5,12,#d3d3d3
#EE82EE,"Lavender Magenta",238,130,238,300,-0.29508196721311,184,9,#d3d3d3
#FF00FF,"Magenta / Fuchsia",255,0,255,300,-1.0079051383399,127.5,6,#d3d3d3
#FF66FF,"Pink Flamingo",255,102,255,300,-0.43098591549296,178.5,8,#d3d3d3
#FF6FFF,"Blush Pink",255,111,255,300,-0.3956043956044,183,8,#d3d3d3
#DA70D6,Orchid,218,112,214,302,-0.32317073170732,165,7,#d3d3d3
#796878,"Old Lavender",121,104,120,304,-0.076233183856502,112.5,4,#d3d3d3
#796A78,Fedora,121,106,120,304,-0.066666666666667,113.5,4,#d3d3d3
#460B41,Loulou,70,11,65,305,-0.74683544303797,40.5,1,#d3d3d3
#2E0329,Jacaranda,46,3,41,307,-0.91489361702128,24.5,1,#d3d3d3
#843179,Plum,132,49,121,308,-0.46368715083799,90.5,2,#d3d3d3
#D8C2D5,Maverick,216,194,213,308,-0.053921568627451,205,12,#d3d3d3
#8A8389,Monsoon,138,131,137,309,-0.026217228464419,134.5,5,#d3d3d3
#928590,Venus,146,133,144,309,-0.046931407942238,139.5,6,#d3d3d3
#300529,Melanzane,48,5,41,310,-0.84313725490196,26.5,1,#d3d3d3
#888387,"Suva Gray",136,131,135,312,-0.018867924528302,133.5,5,#d3d3d3
#AAA5A9,"Shady Lady",170,165,169,312,-0.015015015015015,167.5,8,#d3d3d3
#FF00CC,"Purple Pizzazz",255,0,204,312,-1.0079051383399,127.5,6,#d3d3d3
#E29CD2,"Light Orchid",226,156,210,314,-0.18421052631579,191,10,#d3d3d3
#CC0099,Maroon,204,0,153,315,-1.009900990099,102,4,#d3d3d3
#DFCFDB,Lola,223,207,219,315,-0.037383177570093,215,14,#d3d3d3
#FC0FC0,"Shocking Pink",252,15,192,315,-0.89433962264151,133.5,5,#d3d3d3
#FF33CC,"Razzle Dazzle Rose",255,51,204,315,-0.67105263157895,153,6,#d3d3d3
#FBA0E3,"Lavender Rose",251,160,227,316,-0.22249388753056,205.5,11,#d3d3d3
#956387,Strikemaster,149,99,135,317,-0.20325203252033,124,4,#d3d3d3
#E4CFDE,Twilight,228,207,222,317,-0.048498845265589,217.5,14,#d3d3d3
#F0E2EC,Prim,240,226,236,317,-0.030172413793103,233,16,#d3d3d3
#C8AABF,Lily,200,170,191,318,-0.081521739130435,185,10,#d3d3d3
#4D0135,Blackberry,77,1,53,319,-1,39,1,#d3d3d3
#660045,Pompadour,102,0,69,319,-1.02,51,1,#d3d3d3
#FFDDF4,"Pink Lace",255,221,244,319,-0.071729957805907,238,17,#d3d3d3
#FF66CC,"Light Pink",255,102,204,320,-0.43098591549296,178.5,8,#d3d3d3
#CC3399,"Dark Orchid",204,51,153,320,-0.60474308300395,127.5,4,#d3d3d3
#8C055E,"Cardinal Pink",140,5,94,320,-0.94405594405594,72.5,2,#d3d3d3
#990066,"Fresh Eggplant",153,0,102,320,-1.0132450331126,76.5,2,#d3d3d3
#A2006D,Flirt,162,0,109,320,-1.0125,81,2,#d3d3d3
#F400A1,"Hollywood Cerise",244,0,161,320,-1.0082644628099,122,5,#d3d3d3
#44012D,Barossa,68,1,45,321,-1,34.5,1,#d3d3d3
#692D54,Finn,105,45,84,321,-0.40540540540541,75,2,#d3d3d3
